Animal_Name,Wali_Score_Onset,Wali_Score_Bout,Wali_Score_Running_into_Itself,VK_Score_Onset,VK_Score_Bout,VK_Score_Running_into_Itself,T1sum5minavg,T1_sum60min,T1_baselineavg,T1_30avg,T1_respbaseline,T2sum5minavg,T2_sum60min,T2_baselineavg,T2_30avg,T2_respbaseline,T1_TotalDist,T1_PercentCornerDist,T1_PercentPeripheralDist,T1_PercentCenterDist,T1_PercentCornerTime,T1_PercentPeripheralTime,T1_PercentCenterTime,T2_TotalDist,T2_PercentCornerDist,T2_PercentPeripheralDist,T2_PercentCenterDist,T2_PercentCornerTime,T2_PercentPeripheralTime,T2_PercentCenterTime,DD0Tau1ChiSq,DD0Power1,DD0Signif1,DD0PowerFFT,DD0Tau2ChiSq,DD0Power2,DD0signif2,DD0TauFFT,DD0AvgCounts,DD0Lightcounts,DD0DarkCounts,DD0TotalCounts,DD0Lightcounts,DD0Alpha,DD1Tau1ChiSq,DD1Power1,DD1Signif1,DD1PowerFFT,DD1Tau2ChiSq,DD1Power2,DD1Signif2,DD1TauFFT,DD1AvgCounts,DD1Lightcounts,DD1DarkCounts,DD1TotalCounts,DD1percentLightcounts,DD1Alpha,DD2Tau1ChiSq,DD2Power1,DD2Signif1,DD2PowerFFT,DD2Tau2ChiSq,DD2Power2,DD2Signif2,DD2TauFFT,DD2AvgCounts,DD2Lightcounts,DD2DarkCounts,DD2TotalCounts,DD2percentLightcounts,DD2Alpha,DDMAP0Tau1ChiSq,DDMAP0Power1,DDMAP0Signif1,DDMAP0PowerFFT,DDMAP0Tau2ChiSq,DDMAP0Power2,DDMAP0Signif2,DDMAP0TauFFT,DDMAP0AvgCounts,DDMAP0Lightcounts,DDMAP0DarkCounts,DDMAP0TotalCounts,DDMAP0percentLightcounts,DDMAP0Alpha,DDMAP1Tau1ChiSq,DDMAP1Power1,DDMAP1Signif1,DDMAP1PowerFFT,DDMAP1Tau2ChiSq,DDMAP1Power2,DDMAP1Signif2,DDMAP1TauFFT,DDMAP1AvgCounts,DDMAP1Lightcounts,DDMAP1DarkCounts,DDMAP1TotalCounts,DDMAP1percentLightcounts,DDMAP1Alpha,DDMAP2Tau1ChiSq,DDMAP2Power1,DDMAP2Signif1,DDMAP2PowerFFT,DDMAP2Tau2ChiSq,DDMAP2Power2,DDMAP2Signif2,DDMAP2TauFFT,DDMAP2AvgCounts,DDMAP2Lightcounts,DDMAP2DarkCounts,DDMAP2TotalCounts,DDMAP2percentLightcounts,DDMAP2Alpha,DDMAP3Tau1ChiSq,DDMAP3Power1,DDMAP3Signif1,DDMAP3PowerFFT,DDMAP3Tau2ChiSq,DDMAP3Power2,DDMAP3Signif2,DDMAP3TauFFT,DDMAP3AvgCounts,DDMAP3Lightcounts,DDMAP3DarkCounts,DDMAP3TotalCounts,DDMAP3percentLightcounts,DDMAP3Alpha,DDMAP4Tau1ChiSq,DDMAP4Power1,DDMAP4Signif1,DDMAP4PowerFFT,DDMAP4Tau2ChiSq,DDMAP4Power2,DDMAP4Signif2,DDMAP4TauFFT,DDMAP4AvgCounts,DDMAP4Lightcounts,DDMAP4DarkCounts,DDMAP4TotalCounts,DDMAP4percentLightcounts,DDMAP4Alpha,DDMAP5Tau1ChiSq,DDMAP5Power1,DDMAP5Signif1,DDMAP5PowerFFT,DDMAP5Tau2ChiSq,DDMAP5Power2,DDMAP5Signif2,DDMAP5TauFFT,DDMAP5AvgCounts,DDMAP5Lightcounts,DDMAP5DarkCounts,DDMAP5TotalCounts,DDMAP5percentLightcounts,DDMAP5Alpha,LDTau1ChiSq,LDPower1,LDSignif1,LDPowerFFT,LDTau2ChiSq,LDPower2,LDSignif2,LDTauFFT,LDAvgCounts,LDLightcounts,LDDarkCounts,LDTotalCounts,LDpercentLightcounts,LDAlpha
WT209G3N2F20114,2,2,0,2,3,0,5060.4,8381.4,383.2727273,858.0666667,474.7939394,7972.4,12530,283.2727273,1337.066667,1053.793939,6358.6,22.4,77,23,35.1,83.1,16.9,4583.6,25.1,83.1,16.9,45.2,91.2,8.8,23.8,2509.135,311.184,0.151,11.9,556.661,172.464,0.042,21.803,146.421,31249.316,31395.737,0.466,5.153,23.9,1537.408,312.325,0.178,11.9,336.859,172.464,0.042,23.136,204.5,33110.7,33315.2,0.614,9.66,23.7,1170.967,310.042,0.134,11.9,282.489,172.464,0.042,20.322,81.889,29181.111,29263,0.28,0.144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.6,742.536,320.306,0.106,12.2,173.526,176.06,0.042,24.454,212.6,35001.2,35213.8,0.604,8.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,797.62,312.325,0.045,11.9,264.558,172.464,0.042,9.732,38.909,13975.364,14014.273,0.278,7.655
WT209G3N2F20115,2,2,0,2,3,0,4607.2,6430.6,476,763.8333333,287.8333333,5673,7388.8,351.4545455,868.3,516.8454545,8087.6,20.6,70.5,29.5,37.2,82.2,17.8,5289.7,18.1,68.4,31.6,26.1,79.8,20.2,23.8,2555.518,311.184,0.167,11.9,756.648,172.464,0.042,19.073,44.684,27420.211,27464.895,0.163,1.295,23.9,1393.764,312.325,0.137,11.9,380.633,172.464,0.042,18.72,84,26872.3,26956.3,0.312,4.34,23.7,1292.547,310.042,0.144,11.9,409.354,172.464,0.042,19.465,1,28029,28030,0.004,7.556,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8,889.702,311.184,0.06,11.9,451.623,172.464,0.083,24.567,250.2,35126.9,35377.1,0.707,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1016.092,312.325,0.068,11.9,383.342,172.464,0.042,10.53,67.545,15095.182,15162.727,0.445,4.536
WT209G3N2F20116,x,x,x,x,x,x,5954.2,8167.6,645.3636364,1005.366667,360.0030303,4838.4,6525.6,205,777.4,572.4,11064.9,14.4,64.7,35.3,22.7,74.4,25.6,3590.4,20.6,65.2,34.8,45.3,80.6,19.4,23.9,500.5,312.325,0.015,23.2,327.515,304.329,0.042,0.849,12,1211.158,1223.158,0.981,10.311,23.9,380.38,312.325,0.02,24.4,342.827,318.027,0.042,0.868,5.3,1243.9,1249.2,0.424,7.85,23.8,376.139,311.184,0.018,23.2,345.917,304.329,0.042,0.829,19.444,1174.778,1194.222,1.628,13.044,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.9,360.046,289.44,0.007,26.1,335.057,337.363,1.188,0.089,0,128.167,128.167,0,4.183,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,582.311,364.535,0.001,35.2,605.107,439.743,0.208,0.024,0,34.273,34.273,0,7.4
WT209G3N2F20117,0,0,0,0,0,0,6436.2,10447,571.9090909,1112.5,540.5909091,9716.6,15216.6,358.8181818,1630.166667,1271.348485,9431.9,28.5,77.2,22.8,47.2,89.5,10.5,6656.4,28.3,78,22,50.8,90,10,23.8,622.402,311.184,0.008,11.9,363.094,172.464,0.042,1.429,9.895,2047.684,2057.579,0.481,7.974,23.8,498.793,311.184,0.015,11.9,296.376,172.464,0.042,1.901,9.4,2728.1,2737.5,0.343,6.74,23.8,376.037,311.184,0.007,35.5,492.532,443.092,0.444,0.904,10.444,1291.667,1302.111,0.802,9.344,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.7,476.345,310.042,0.008,11.9,270.217,172.464,0.042,1.141,10.2,1633.5,1643.7,0.621,11.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,607.114,313.466,0.025,12,331.351,173.663,0.042,2.204,4.909,3169.182,3174.091,0.155,3.991
WT209G3N2F20118,1,1,0,0,0,0,1299.2,1916.6,443.2727273,216.2333333,-227.0393939,1024.4,3095.4,326,185.4,-140.6,7187.6,19.3,66.9,33.1,26.4,65.6,34.4,5132.1,19.8,65,35,40.3,77.4,22.6,23.8,1746.131,311.184,0.072,15.8,413.148,218.711,0.042,12.895,205.737,18363.684,18569.421,1.108,10.042,23.7,1115.8,310.042,0.093,15.8,326.259,218.711,0.042,14.219,174.5,20300.5,20475,0.852,10.42,23.7,821.498,310.042,0.061,12,196.299,173.663,0.042,11.425,240.444,16211.667,16452.111,1.461,9.622,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1064.106,312.325,0.051,11.9,385.598,172.464,0.042,14.816,254.4,21080.1,21334.5,1.192,10.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.1,937.147,314.607,0.055,12.1,255.298,174.862,0.042,7.677,39.273,11016,11055.273,0.355,7.182
WT209G3N2F20119,2,1,0,2,2,0,6513.4,10649.6,415.1818182,1095.633333,680.4515152,6634,10998.2,605.4545455,1097,491.5454545,6792.9,17.3,68.5,31.5,27,78.6,21.4,9019.1,15.3,74.1,25.9,24.4,75.9,24.1,23.7,3029.184,310.042,0.23,11.8,267.721,171.263,0.042,27.996,126.632,40188.316,40314.947,0.314,2.895,23.7,1539.152,310.042,0.201,11.8,195.345,171.263,0.042,27.664,152.3,39683.6,39835.9,0.382,7.32,23.7,1498.692,310.042,0.246,11.8,167.502,171.263,0.042,28.366,98.111,40749.111,40847.222,0.24,2.022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1625.632,312.325,0.23,12,117.322,173.663,0.042,40.367,349.4,57778.4,58127.8,0.601,9.59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1047.564,312.325,0.119,11.9,115.139,172.464,0.042,17.139,210.455,24469.091,24679.545,0.853,12.327
WT209G3N2F20120,2,0,0,2,0,0,6162.8,9845.8,590,1033,443,6817,11181.8,603.7272727,1135.166667,531.4393939,9014.8,15.7,64.3,35.7,23.9,72.2,27.8,9206.6,12.1,63.8,36.2,21.9,72,28,23.8,2888.729,311.184,0.241,15.9,283.387,219.885,0.042,32.549,364.895,46505.263,46870.158,0.779,12.289,23.8,1588.684,311.184,0.216,16,220.239,221.057,0.042,32.588,483.5,46442.9,46926.4,1.03,12.83,23.8,1343.457,311.184,0.232,25.8,285.023,333.957,0.042,32.505,233.111,46574.556,46807.667,0.498,11.689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1319.17,312.325,0.15,12,269.179,173.663,0.042,34.825,333.5,49814.3,50147.8,0.665,2.38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8,1271.523,311.184,0.197,26,276.459,336.228,0.042,18.07,218.455,25802.636,26021.091,0.84,10.191
WT209G3N2F20121,1,2,1,1,0,0,5310,8241.2,439,885.1333333,446.1333333,7278,9937.2,567.0909091,1207.366667,640.2757576,8138,19.2,70.3,29.7,31,74.8,25.2,9237.5,12.8,59.8,40.2,21.9,68.4,31.6,23.4,2114.657,306.615,0.056,15.6,788.59,216.363,0.129,14.988,124.182,21459,21583.182,0.575,4.145,23.4,1098.347,306.615,0.067,15.6,461.341,216.363,0.129,15.633,240.4,22271.6,22512,1.068,12.21,23.4,1018.97,306.615,0.066,11.7,348.255,170.062,0.042,14.537,32.8,20900.5,20933.3,0.157,0.66,23.7,1488.162,310.042,0.049,24.9,616.457,323.723,0.043,15.371,102.833,22030.688,22133.521,0.465,1.06,23.4,608.911,306.615,0.028,11.7,256.858,170.062,0.042,8.292,6.9,11933.3,11940.2,0.058,9.05,23.6,528.609,308.9,0.027,11.7,249.481,170.062,0.042,11.192,33.9,16082.6,16116.5,0.21,10.02,23.5,822.347,307.758,0.043,11.8,321.844,171.263,0.042,18.247,134,26141,26275,0.51,2.8,23.7,898.326,310.042,0.082,12,256.673,173.663,0.042,22.357,156.7,32037.7,32194.4,0.487,3.65,23.8,702.662,311.184,0.154,27.5,344.491,353.23,0.042,17.114,202.625,24440.875,24643.5,0.822,6.213,23.9,1217.013,312.325,0.058,12,406.461,173.663,0.042,11.821,21.857,17000.286,17022.143,0.128,5.664
WT209G3N2F20122,1,3,1,1,1,0,6542.2,11179.6,521.5454545,1100.4,578.8545455,6674.6,9644.2,624.3636364,1117.033333,492.669697,10095.4,16.2,69.9,30.1,28.9,78.1,21.9,10378.8,19,70.2,29.8,33.8,78.2,21.8,23.2,1598.801,304.329,0.076,15.5,292.34,215.188,0.044,20.651,153.773,29584,29737.773,0.517,0.359,23.6,1089.393,308.9,0.083,11.8,223.823,171.263,0.042,23.426,245.9,33487,33732.9,0.729,9.7,23.2,829.465,304.329,0.067,15.3,256.393,212.836,0.042,18.121,41.3,26053.6,26094.9,0.158,8.58,23.9,1404.885,312.325,0.09,11.9,392.485,172.464,0.042,21.832,74.25,31364.354,31438.604,0.236,3.113,23,779.138,302.042,0.043,11.5,240.78,167.657,0.046,19.988,151,28631.9,28782.9,0.525,4.32,23.3,910.719,305.473,0.088,11.8,189.946,171.263,0.042,23.98,13.6,34517.7,34531.3,0.039,6.98,23.8,915.282,311.184,0.108,17.3,257.861,236.256,0.042,25.568,0,36818.3,36818.3,0,10.81,23.9,1122.071,312.325,0.106,11.9,505.047,172.464,0.042,19.712,28.9,28356.5,28385.4,0.102,6.41,23.9,459.953,312.325,0.072,11.7,246.319,170.062,0.042,19.434,203.625,27780.625,27984.25,0.728,6.175,23.9,913.05,312.325,0.048,12.1,197.222,174.862,0.042,9.495,63.786,13609.714,13673.5,0.466,7.729
WT209G3N2F20123,2,0,0,2,0,0,7326.6,11256.8,505.0909091,1225.333333,720.2424242,8014.6,11434.2,508.4545455,1302.266667,793.8121212,10116.9,18.3,66.3,33.7,29.5,70.3,29.7,8610.2,16.4,71.5,28.5,22.5,76.8,23.2,23.8,3242.105,311.184,0.181,11.9,485.563,172.464,0.042,27.27,192.364,39076.455,39268.818,0.49,5.955,23.8,1658.514,311.184,0.209,11.9,274.432,172.464,0.042,27.728,326.6,39601.5,39928.1,0.818,12.26,23.7,1397.109,310.042,0.179,11.9,200.898,172.464,0.042,27.073,96.6,38888.2,38984.8,0.248,2.56,24,3917.274,313.466,0.193,22.9,443.749,300.898,0.042,27.851,153.163,39952.279,40105.442,0.382,4.253,23.7,1401.721,310.042,0.203,12,106.372,173.663,0.042,35.569,241.7,50977,51218.7,0.472,9.98,23.9,1686.881,312.325,0.222,12,125.715,173.663,0.042,36.629,195.9,52550.2,52746.1,0.371,3.64,23.9,1605.436,312.325,0.221,22.3,237.437,294.027,0.042,37.636,211.2,53985.3,54196.5,0.39,8.22,23.4,791.293,306.615,0.107,11.7,390.141,170.062,0.046,9.925,9.8,14282.1,14291.9,0.069,3.55,23.9,536.351,312.325,0,17.9,316.948,243.243,0.042,0,0,0.667,0.667,0,0,23.9,1788.747,312.325,0.186,12,267.763,173.663,0.042,16.948,224,24181.786,24405.786,0.918,13.664
WT209G3N2F20124,1,0,0,1,0,0,4659.4,7467.6,239.3636364,803.7333333,564.369697,3381.6,5185.8,225.5454545,564.5333333,338.9878788,5144.8,18.8,67.3,32.7,26.3,84,16,4125.4,27.7,72.7,27.3,59.3,88.7,11.3,23.8,1096.478,311.184,0.051,25.4,393.167,329.411,0.042,7.521,102.455,10728.136,10830.591,0.946,1.655,23.8,830.035,311.184,0.113,25.6,303.401,331.684,0.042,12.155,225.4,17277.2,17502.6,1.288,4.71,23.8,461.273,311.184,0.074,15.9,251.994,219.885,0.021,3.272,0,4711.3,4711.3,0,1,24,5025.374,313.466,0.163,12,344.28,173.663,0.042,22.984,102.25,32994.188,33096.438,0.309,0.185,23.9,1187.638,312.325,0.126,16.1,245.647,222.23,0.042,22.428,147.1,32148.7,32295.8,0.455,8.99,23.9,1387.919,312.325,0.164,12,166.78,173.663,0.042,25.189,172.8,36099.7,36272.5,0.476,2.53,23.9,1390.966,312.325,0.186,12,205.545,173.663,0.042,26.756,158.7,38370.3,38529,0.412,3.3,23.9,1290.961,312.325,0.167,11.9,180.629,172.464,0.042,21.541,2.4,31016.9,31019.3,0.008,9.16,23.9,990.773,312.325,0.175,26.6,321.276,343.036,0.042,18.009,12.25,25920.625,25932.875,0.047,0.062,23.9,948.971,312.325,0.073,12,166.129,173.663,0.042,7.434,92.857,10612.286,10705.143,0.867,3.986
WT209G3N2F20125,1,1,0,1,2,0,4942.8,7907.2,566.1818182,833.5,267.3181818,2161,3425.6,399.9090909,356.5333333,-43.37575758,9143.5,16.9,63.8,36.2,38.1,80.1,19.9,6012.8,23.7,75.5,24.5,48.2,87.5,12.5,23.6,3421.869,308.9,0.177,11.8,360.432,171.263,0.042,25.22,153.545,36163.045,36316.591,0.423,3.673,23.7,1715.803,310.042,0.19,11.8,232.773,171.263,0.042,23.69,280.4,33832.6,34113,0.822,12.34,23.5,1594.537,307.758,0.188,11.7,182.84,170.062,0.042,25.851,57.4,37168.1,37225.5,0.154,2.26,23.8,5198.208,311.184,0.16,22.6,269.037,297.464,0.042,28.321,34.563,40747.062,40781.625,0.085,9.085,23.7,1875.133,310.042,0.221,15.8,178.298,218.711,0.042,33.722,0,48559.2,48559.2,0,10.91,23.9,1675.845,312.325,0.219,26,263.9,336.228,0.042,34.231,0,49292.2,49292.2,0,11.66,24,1397.678,313.466,0.205,25.7,283.248,332.821,0.042,29.902,0,43059.5,43059.5,0,10.55,23.9,884.987,312.325,0.14,18.7,201.546,252.534,0.042,22.027,25.9,31693.6,31719.5,0.082,5.81,24.1,464.595,314.607,0.088,26.3,341.385,339.633,0.042,20.071,175,28726.75,28901.75,0.605,5.85,23.9,1541.705,312.325,0.157,15.9,210.275,219.885,0.042,15.639,173.786,22347.071,22520.857,0.772,10.95
WT209G3N2F20126,1,2,1,1,3,1,6743.8,10450,432.0909091,1111.633333,679.5424242,6451.6,9474.6,391.0909091,1014.2,623.1090909,8680.2,10.8,59,41,16.7,62.5,37.5,6460.6,13.8,64.9,35.1,24.5,68.4,31.6,23.5,3217.389,307.758,0.167,11.8,402.315,171.263,0.042,23.813,141.364,34149.091,34290.455,0.412,2.327,23.6,1720.952,308.9,0.214,11.8,297.759,171.263,0.042,24.152,286.6,34491.6,34778.2,0.824,13.95,23.5,1449.217,307.758,0.188,11.7,247.941,170.062,0.042,23.623,24.4,33992.6,34017,0.072,7.34,23.8,4052.797,311.184,0.131,11.9,432.856,172.464,0.042,28.31,126.208,40639.896,40766.104,0.31,7.413,23.6,1488.841,308.9,0.197,11.8,115.349,171.263,0.042,35.938,0.1,51750.7,51750.8,0,12.46,23.9,1689.404,312.325,0.208,11.9,298.966,172.464,0.042,30.533,0,43968.1,43968.1,0,9.46,23.9,1423.339,312.325,0.153,12,385.583,173.663,0.042,28.57,197.8,40942.6,41140.4,0.481,9.41,28.1,639.013,360.016,0.084,23.1,377.369,303.186,0.033,24.108,147.3,34568.2,34715.5,0.424,3.46,24.3,810.152,316.888,0.149,19.1,243.769,257.169,0.042,20.922,325.75,29802.375,30128.125,1.081,0.988,23.9,1531.387,312.325,0.16,12,188.133,173.663,0.042,16.935,186.214,24200.429,24386.643,0.764,11.664
WT209G3N2F20127,2,2,0,2,2,0,4197.2,6892.6,483,696.3333333,213.3333333,4026.6,6337.6,306,657.2,351.2,7568.6,15.1,63.3,36.7,25,75.8,24.2,4704.2,13.2,69.2,30.8,21.4,78,22,23.4,1885.345,306.615,0.081,11.7,285.13,170.062,0.044,15.343,104.682,21988.909,22093.591,0.474,0.568,23.6,1014.677,308.9,0.085,11.8,254.657,171.263,0.042,16.707,230.1,23828.6,24058.7,0.956,6.92,23.3,1021.161,305.473,0.087,11.6,198.302,168.86,0.042,14.624,0,21058.4,21058.4,0,6.1,23.9,3962.11,312.325,0.18,12.1,294.215,174.862,0.042,18.27,20.854,26288.375,26309.229,0.079,7.59,23.7,634.273,310.042,0.1,18,211.737,244.406,0.042,9.328,0,13433,13433,0,6.58,23.9,1116.763,312.325,0.159,10.3,93.53,153.15,0.042,22.354,23.5,32166,32189.5,0.073,9.66,23.9,1466.286,312.325,0.203,12,207.099,173.663,0.042,21.997,0,31675.4,31675.4,0,10.04,23.9,1266.623,312.325,0.17,12,206.255,173.663,0.042,19.677,19.1,28316.2,28335.3,0.067,9.78,23.6,664.839,308.9,0.076,11.9,220.59,172.464,0.042,17.926,71.875,25742,25813.875,0.278,0.463,23.9,1531.513,312.325,0.156,12,349.916,173.663,0.042,15.483,140.429,22155.071,22295.5,0.63,12.393
WT209G3N2F20128,0,0,0,0,0,0,4643.4,7310.6,441,780.8333333,339.8333333,6270,9285.6,372.7272727,1026.333333,653.6060606,8013.1,14.2,63.6,36.4,21,65.4,34.6,5444.2,19.6,70.9,29.1,35,81,19,23.5,1505.477,307.758,0.059,11.8,247.697,171.263,0.044,9.397,55.273,13476.227,13531.5,0.408,1.568,23.7,879.249,310.042,0.068,11.8,218.907,171.263,0.042,9.84,119.6,14050,14169.6,0.844,9.45,23.3,828.655,305.473,0.064,15.6,267.079,216.363,0.042,8.997,2,12953.8,12955.8,0.015,4.16,23.4,1639.23,306.615,0.027,11.7,585.378,170.062,0.043,10.214,61.563,14646.125,14707.688,0.419,1.431,23.2,939.195,304.329,0.06,11.6,311.572,168.86,0.042,11.719,81.4,16793.8,16875.2,0.482,6.23,22.9,466.536,300.898,0.031,16.1,207.408,222.23,0.042,10.227,151.4,14576.1,14727.5,1.028,1.99,23.3,565.206,305.473,0.033,11.7,268.981,170.062,0.042,10.518,55.9,15089.3,15145.2,0.369,4.18,23.4,620.599,306.615,0.053,11.7,275.43,170.062,0.042,10.972,6.8,15792.3,15799.1,0.043,2.94,23.3,448.848,305.473,0.044,11.7,250.491,170.062,0.083,6.988,0,10062.375,10062.375,0,4.837,23.9,1195.509,312.325,0.09,11.9,225.664,172.464,0.042,8.642,111.429,12333.071,12444.5,0.895,12.1
WT209G3N2F20129,1,1,0,1,1,0,5039,7901.2,510.7272727,829.4666667,318.7393939,5161.6,7918.8,441,837.3,396.3,8590.4,14.2,64.4,35.6,21,70.8,29.2,7186.9,12.9,64.3,35.7,18.8,71.4,28.6,23.5,3018.75,307.758,0.161,11.7,446.14,170.062,0.044,22.718,63.636,32649.727,32713.364,0.195,2.386,23.6,1411.716,308.9,0.161,11.8,235.176,171.263,0.042,20.225,107.2,29016.1,29123.3,0.368,4.11,23.5,1501.692,307.758,0.192,11.7,252.812,170.062,0.042,24.299,32.8,34957.8,34990.6,0.094,7.71,23.9,4657.525,312.325,0.18,23.2,462.974,304.329,0.042,27.637,27.458,39770.104,39797.563,0.069,8.675,23.7,1370.44,310.042,0.16,11.8,235.337,171.263,0.042,33.115,0,47685.7,47685.7,0,10.52,23.7,1449.048,310.042,0.177,11.9,202.763,172.464,0.042,32.986,0,47500.4,47500.4,0,12.03,23.9,1488.524,312.325,0.195,12.1,133.843,174.862,0.042,31.38,0.3,45186.4,45186.7,0.001,12.07,24,908.563,313.466,0.156,21.9,258.981,289.44,0.042,18.957,0,27298.1,27298.1,0,7.18,24,612.256,313.466,0.144,31.9,454.263,402.808,0.042,20.276,164.375,29032.375,29196.75,0.563,0.2,23.9,1010.136,312.325,0.078,22.5,256.147,296.319,0.042,10.608,108.786,15167.071,15275.857,0.712,10.279
WT209G3N2F20130,1,1,0,1,1,0,5732.2,9294,605.8181818,967.2666667,361.4484848,8314.6,12252.8,473.6363636,1339.8,866.1636364,8899.9,17.3,61.8,38.2,29.8,72.6,27.4,6551.1,12.1,69.2,30.8,20.1,75.5,24.5,23.6,2482.062,308.9,0.11,15.7,551.993,217.537,0.042,20.859,141.682,29895.318,30037,0.472,2.932,23.8,1196.022,311.184,0.089,15.9,330.367,219.885,0.042,17.742,205.4,25343.5,25548.9,0.804,11.57,23.5,1396.511,307.758,0.181,15.7,302.203,217.537,0.042,24.399,105.6,35029.6,35135.2,0.301,3.96,23.8,4380.869,311.184,0.139,11.9,315.156,172.464,0.042,24.343,39.583,35014.729,35054.312,0.113,10.323,23.6,1195.639,308.9,0.127,11.8,258.689,171.263,0.042,26.945,0,38800.2,38800.2,0,11.29,23.9,1154.942,312.325,0.143,25.7,298.368,332.821,0.042,24.159,0.3,34788.4,34788.7,0.001,11.96,23.8,1209.89,311.184,0.171,11.9,148.979,172.464,0.042,23.949,59.7,34427.2,34486.9,0.173,10.04,23.8,1056.279,311.184,0.157,25.5,299.265,330.548,0.042,23.701,68.6,34060.7,34129.3,0.201,8.84,24.3,878.255,316.888,0.164,26.9,325.347,346.436,0.042,22.618,76.75,32492.75,32569.5,0.236,9.275,23.9,818.569,312.325,0.054,15.9,203.849,219.885,0.042,8.675,108.714,12382.571,12491.286,0.87,8.564
WT209G3N2F20131,2,1,0,2,1,0,5121.6,7786,365.0909091,821.7666667,456.6757576,8092.4,13022.8,384.9090909,1348.066667,963.1575758,6783,18.6,71.1,28.9,26.9,76.4,23.6,6805.4,19.9,73.9,26.1,40.6,85.1,14.9,24,3277.462,313.466,0.22,12,292.335,173.663,0.042,33.218,449.864,47384.045,47833.909,0.94,12.559,23.9,1685.581,312.325,0.237,12,143.796,173.663,0.042,36.46,587.4,51914.3,52501.7,1.119,14.63,23.9,1508.27,312.325,0.192,11.9,172.281,172.464,0.042,30.519,346.3,43601.1,43947.4,0.788,12.27,24.2,5606.929,315.747,0.154,23.5,527.071,307.758,0.042,31.795,283.75,45501.292,45785.042,0.62,2.96,23.9,1464.045,312.325,0.197,12.1,154.413,174.862,0.042,36.557,362.3,52279.2,52641.5,0.688,11.11,23.9,1411.747,312.325,0.221,26,269.462,336.228,0.042,33.224,440.3,47401.9,47842.2,0.92,11.6,23.9,1335.622,312.325,0.184,26,281.238,336.228,0.042,32.432,270.6,46430.8,46701.4,0.579,0.13,23.9,1095.381,312.325,0.157,18.1,247.019,245.568,0.042,28.782,79.4,41367,41446.4,0.192,4.82,24.1,969.095,314.607,0.172,26.6,300.239,343.036,0.042,27.028,261.75,38659.125,38920.875,0.673,4.438,23.9,1922.487,312.325,0.255,16,170.704,221.057,0.042,22.522,258.786,32172.929,32431.714,0.798,14.236
